age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
48, ?,117054, 5th-6th,3, Divorced, ?, Not-in-family, White, Male,0,0,99, United-States
56, Self-emp-inc,124137, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States
44, State-gov,107503, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,60, United-States
24, Private,70261, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
49, Private,367037, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,4650,0,40, United-States
38, Private,258339, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, Iran
36, Self-emp-not-inc,269509, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States
27, State-gov,301302, Doctorate,16, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,20, ?
50, Private,369367, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
46, Private,224582, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,52, United-States
41, Local-gov,343591, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,10, United-States
45, ?,53540, 11th,7, Divorced, ?, Unmarried, Black, Female,0,0,16, United-States
46, Private,153536, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
65, ?,91262, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,48, United-States
44, Private,238574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
35, Private,247558, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States
44, Self-emp-not-inc,188278, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States
51, Private,194995, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
74, Local-gov,168782, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States
32, Private,287229, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
22, Private,202153, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
58, ?,230586, 10th,6, Widowed, ?, Unmarried, Black, Female,0,0,40, United-States
47, Private,115358, HS-grad,9, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States
32, Private,78283, 12th,8, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States
64, Federal-gov,168854, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States
44, Private,222011, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States
59, Private,157749, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,0,3004,40, United-States
34, Private,203814, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States
54, Private,74660, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Canada
33, Private,292603, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Dominican-Republic
44, Private,172364, 1st-4th,2, Married-civ-spouse, Transport-moving, Wife, White, Female,3908,0,60, United-States
31, Private,305619, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
30, State-gov,157990, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
18, Private,120243, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States
56, Self-emp-not-inc,296991, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, England
24, Private,174845, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
23, Private,180475, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
51, Private,152652, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
24, Private,172941, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,20, United-States
39, Federal-gov,450770, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States
49, Self-emp-not-inc,166003, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
22, ?,204935, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States
42, State-gov,60949, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
51, Local-gov,181132, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States
20, Private,408988, Some-college,10, Never-married, Sales, Own-child, White, Female,594,0,24, United-States
49, Private,169515, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
31, Private,250087, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
41, Private,208613, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
35, Private,225172, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
20, ?,125905, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States
35, Private,165007, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,42, United-States
46, Private,165346, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,8, United-States
35, Private,37655, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States
21, Private,172047, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States
45, Private,178530, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
37, Local-gov,347491, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, Self-emp-inc,208049, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,1590,40, United-States
18, Private,111019, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States
53, Self-emp-not-inc,163826, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
24, Local-gov,117023, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
35, Private,281982, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
28, Private,150025, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico
50, Private,176215, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,56, United-States
38, Private,166062, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States
34, Local-gov,28568, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
53, Private,53833, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States
46, Private,219967, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States
50, Private,309017, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States
45, Private,353083, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States
29, Private,257992, Assoc-voc,11, Never-married, Sales, Own-child, Black, Male,0,0,23, United-States
41, Private,283174, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States
43, Self-emp-not-inc,185413, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States
29, Private,207513, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States
53, Private,56213, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
24, Private,100961, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
35, Private,51700, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
25, Private,199224, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States
43, Local-gov,70055, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
38, Private,183683, 10th,6, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,45, United-States
64, Private,45868, 7th-8th,4, Separated, Priv-house-serv, Not-in-family, Other, Female,0,0,35, Mexico
37, Private,94706, Bachelors,13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,27828,0,40, United-States
48, Private,322183, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States
27, Self-emp-not-inc,226976, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
45, Private,262678, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
41, Private,135056, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,10520,0,38, United-States
33, ?,148380, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,3103,0,60, United-States
42, Private,270710, 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
29, Private,166220, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,50, United-States
29, Private,229803, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,49, Haiti
71, Self-emp-inc,172652, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States
29, Federal-gov,204796, 10th,6, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
23, State-gov,186634, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,16, United-States
28, Private,106672, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,2, United-States
55, Private,135339, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China
47, State-gov,287547, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
21, ?,197583, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
33, Private,159737, HS-grad,9, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States
35, Local-gov,252217, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
42, Self-emp-inc,202466, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States
33, Private,123031, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States
30, Private,226296, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
37, Private,232036, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19, ?,233779, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,25, United-States
21, ?,152328, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
46, Self-emp-not-inc,481987, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States
42, Private,107563, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
28, Private,184806, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,58, United-States
36, Private,188850, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
39, Private,127573, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
27, Private,72443, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
57, Private,142080, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,38, United-States
50, Private,143353, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,12, United-States
63, Private,172433, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States
44, Private,67874, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,625,50, United-States
38, Private,415578, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Self-emp-not-inc,370498, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
20, Private,140513, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States
44, Self-emp-not-inc,193882, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
24, Private,289909, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
26, Private,284078, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,2354,0,40, United-States
42, Self-emp-not-inc,83953, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
54, Private,167380, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, State-gov,112761, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
37, Private,420040, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico
30, Federal-gov,42900, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
36, Private,32086, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States
19, Private,291181, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,50, Mexico
22, Private,71009, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines
65, Federal-gov,200764, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
52, ?,133336, 10th,6, Divorced, ?, Not-in-family, White, Male,0,0,25, United-States
36, Self-emp-not-inc,166193, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
22, Private,240229, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
28, Private,334032, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
30, State-gov,184901, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
47, Private,132912, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
29, Private,217290, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
36, Private,184655, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
30, Private,242739, Bachelors,13, Divorced, Sales, Own-child, White, Female,0,0,40, United-States
52, Private,279344, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,60, United-States
62, Private,166691, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
42, Private,154374, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
33, Private,31740, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
17, Private,129396, 11th,7, Never-married, Sales, Other-relative, White, Female,0,0,26, United-States
54, Private,195015, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
41, Private,187431, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States
45, State-gov,259087, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
37, State-gov,62428, Some-college,10, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States
21, Private,77572, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,34, South
29, Private,245402, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
18, State-gov,201117, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
18, ?,36779, 11th,7, Never-married, ?, Own-child, White, Female,0,0,20, United-States
62, Private,177028, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States
19, Private,106306, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States
62, Private,101582, 7th-8th,4, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States
58, Local-gov,158357, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
34, Private,377850, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
62, Private,207443, 11th,7, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,50, United-States
23, Private,130959, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,12, United-States
37, Private,112497, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,4934,0,50, United-States
42, Private,190545, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,46, United-States
21, Private,114292, 11th,7, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States
41, Private,75171, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
27, Private,312939, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
37, Private,52870, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
40, Private,174947, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
62, Local-gov,106069, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
29, Private,298696, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
33, Private,392812, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States
53, Private,117932, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
64, Private,135527, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
60, Private,135158, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,48, United-States
47, Private,54260, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
45, State-gov,28171, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
33, Private,150324, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
29, Private,109494, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,45, United-States
57, Private,204209, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States
19, Private,328167, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States
26, Private,157617, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, ?
63, Self-emp-inc,180955, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States
42, Private,478373, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
38, Self-emp-not-inc,245090, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States
34, Private,209900, 10th,6, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
20, ?,228649, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States
35, Private,190297, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
38, Private,44780, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,8, United-States
52, State-gov,32372, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
32, Private,137184, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
67, Private,366425, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,99999,0,60, United-States
26, Private,160307, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,2001,40, United-States
58, Private,170480, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
48, Private,224393, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
25, Private,173212, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
25, Private,86646, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,4865,0,48, United-States
25, Private,108683, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States
18, Private,70021, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States
36, Private,192939, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
45, Self-emp-not-inc,144086, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
34, Private,97614, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
68, Self-emp-inc,260198, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
37, Private,486194, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Guatemala
21, Private,112225, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States
49, Private,164200, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
39, Local-gov,52401, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
41, Private,195821, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,40, United-States
